Gene,Non-unique Gene name,Annotation,GCF_000171535.2,GCF_000171415.1,GCF_000171515.1,GCF_000170215.1,GCF_000020745.1,GCF_000022165.1,GCF_000020925.1,GCF_000007545.1,GCF_000020885.1
group_1687,,BIG2 domain-containing protein,,,,,,AJBGEP_01036,HFCAGB_01382,,
sefB,sefB,Chaperone protein SefB,,,,,,,HFCAGB_04703,GEGEGB_04774,
ecpD,ecpD,Chaperone protein EcpD,ONMMKP_01983,,PKJKAM_00747,,,,,,
dotU,dotU,Type IV / VI secretion system DotU domain-containing protein,,,,,,,HFCAGB_01196,,BEJGEH_01050
ydjF,ydjF,Uncharacterized HTH-type transcriptional regulator YdjF,,,PKJKAM_00944,,,,HFCAGB_01992,,
spvA,spvA,Virulence protein SpvA,,,,,,AJBGEP_04846,HFCAGB_04841,,
group_1639,,Gluconate 5-dehydrogenase,ONMMKP_00424,,,,,,,,BEJGEH_01455
yafT,yafT,Uncharacterized lipoprotein YafT,,,,,,,HFCAGB_01214,,BEJGEH_01066
group_1613,,Resolvase,,,,,,AJBGEP_04834,HFCAGB_04851,,
group_1601,,KilA-N DNA-binding domain-containing protein,ONMMKP_00736,,,,LNHIMF_00623,,,,
group_1579,,Phage capsid protein,ONMMKP_04114,,PKJKAM_01853,,,,,,
aph3Ib,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,,,PKJKAM_04027,,LNHIMF_04731,,,,
cdtB,cdtB,cytolethal distending toxin S-CDT,,,,,LNHIMF_01285,,,GEGEGB_01180,
group_1557,,Cytoplasmic protein,,,,ODDLKH_03152,,AJBGEP_02888,,,
group_1554,,HTH araC/xylS-type domain-containing protein,,,,,LNHIMF_04585,,,,BEJGEH_04627
group_1533,,CDP-paratose synthase,,,,,,,HFCAGB_02350,GEGEGB_00828,
group_1530,,Phage tail protein,,IKCLMC_01211,,,,AJBGEP_02764,,,
ydjI,ydjI,Uncharacterized protein YdjI,,,PKJKAM_00947,,,,HFCAGB_01995,,
group_1508,,AAA domain-containing protein,,IKCLMC_00290,,,,AJBGEP_02816,,,
group_1506,,glucose-6-phosphate isomerase,,,,ODDLKH_03166,,AJBGEP_02902,,,
group_1505,,Restriction endonuclease,,,,ODDLKH_00642,,AJBGEP_00170,,,
group_1472,,hypothetical protein,,,,,,AJBGEP_02156,HFCAGB_02227,,
group_1458,,DNA-binding protein,,,,,,AJBGEP_02135,HFCAGB_02204,,
tnp,tnp,IS3 family ISSty2 transposase ORF B,,,,ODDLKH_03182,,AJBGEP_02919,,,
group_1441,,Cytoplasmic protein,,,,ODDLKH_03156,,AJBGEP_02892,,,
group_1434,,Replication initiation protein,,,,,,AJBGEP_04811,HFCAGB_04874,,
group_1418,,Phage protein,,,,,,,HFCAGB_02258,,BEJGEH_01994
group_1415,,DNA-binding protein,,,,ODDLKH_03171,,AJBGEP_02908,,,
group_1407,lysR,LysR family transcriptional regulator,,,,,LNHIMF_02084,,,,BEJGEH_02025
rfbJ,rfbJ,CDP-abequose synthase,,IKCLMC_01934,PKJKAM_04077,,,,,,
group_1389,eamA,EamA domain-containing protein,,,PKJKAM_04034,,LNHIMF_04680,,,,
group_1388,,Bacteriophage lambda Replication protein O N-terminal domain-containing protein,,IKCLMC_00294,,,,AJBGEP_02812,,,
spvR,spvR,virulence genes transcriptional activator SpvR,,,,,,AJBGEP_04848,HFCAGB_04839,,
group_1331,,Transcriptional regulator,,,,,LNHIMF_01610,,,,BEJGEH_01526
hlyE,hlyE,hemolysin HlyE,,,,,LNHIMF_01621,,,GEGEGB_01557,
group_1260,,Cytoplasmic protein,ONMMKP_04697,IKCLMC_01883,,,,,,,
group_1229,,Putative kinase,,,PKJKAM_00946,,,,HFCAGB_01994,,
group_1198,,Tail fiber protein,ONMMKP_00723,,,,LNHIMF_00638,,,,
group_1194,rhtA,Threonine/homoserine exporter RhtA,,,,,LNHIMF_02086,,,,BEJGEH_02027
group_1193,,Glycosyl transferase,,IKCLMC_01936,PKJKAM_04079,,,,,,
group_1178,,AAA+ ATPase domain-containing protein,,,,,,AJBGEP_04851,HFCAGB_04836,,
group_1174,,Inner membrane protein,ONMMKP_02242,,PKJKAM_02195,,,,,,
group_1151,,PTS system glucitol/sorbitol-specific EIIB component,,,,ODDLKH_03161,,AJBGEP_02897,,,
group_1144,,NADH-specific methylglyoxal reductase,,,PKJKAM_00945,,,,HFCAGB_01993,,
group_1118,,Glyceraldehyde-3-phosphate dehydrogenase,,,,,LNHIMF_02085,,,,BEJGEH_02026
group_1106,rfbV,Abequosyltransferase RfbV,,,,,,,HFCAGB_02347,GEGEGB_00831,
sseK3,sseK3,type III secretion system effector arginine glycosyltransferase SseK3,,,,,,AJBGEP_02099,HFCAGB_02169,,
group_1086,,Second mannosyl transferase,,IKCLMC_01940,PKJKAM_04083,,,,,,
group_1081,,Inositol 2-dehydrogenase,,,,ODDLKH_03162,,AJBGEP_02898,,,
group_1080,,Acyltransferase,,IKCLMC_04325,PKJKAM_04328,,,,,,
intI1,intI1,class 1 integron integrase IntI1,ONMMKP_02966,,,,LNHIMF_04714,,,,
group_1071,,CDP-paratose 2-epimerase,,,,,,,HFCAGB_02349,GEGEGB_00829,
group_1060,,Fimbrial-type adhesion domain-containing protein,,,,,LNHIMF_02292,,HFCAGB_02413,,
group_1059,,Phage major capsid protein P2 family putative,ONMMKP_04115,,PKJKAM_01854,,,,,,
group_1034,,Transposase IS630 family,,,,,,AJBGEP_04850,HFCAGB_04837,,
ydjJ,ydjJ,Uncharacterized zinc-type alcohol dehydrogenase-like protein YdjJ,,,PKJKAM_00948,,,,HFCAGB_01996,,
group_1024,,Glycosyl transferase,,IKCLMC_01938,PKJKAM_04081,,,,,,
group_1018,,Bacteriophage Mx8 p63 C-terminal domain-containing protein,ONMMKP_00777,IKCLMC_02361,,,,,,,
group_991,,Phage major capsid protein P2 family,,,,,,,HFCAGB_02945,GEGEGB_03596,
group_984,,Phage portal protein,ONMMKP_04112,,PKJKAM_01851,,,,,,
group_983,,hypothetical protein,ONMMKP_01988,,PKJKAM_00752,,,,,,
group_978,,Core-binding (CB) domain-containing protein,,,,ODDLKH_03149,,AJBGEP_02885,,,
ydjL,ydjL,Uncharacterized zinc-type alcohol dehydrogenase-like protein YdjL,,,PKJKAM_00950,,,,HFCAGB_01998,,
group_963,,Phage coat protein,ONMMKP_00750,,,,LNHIMF_00607,,,,
group_941,,Aec22,,,,,,,HFCAGB_01200,,BEJGEH_01054
group_934,,L-idonate 5-dehydrogenase,ONMMKP_00422,,,,,,,,BEJGEH_01453
group_904,,hypothetical protein,,,,,,AJBGEP_04856,HFCAGB_04831,,
yiaV,yiaV,Inner membrane protein YiaV,ONMMKP_03148,,,,,,,,BEJGEH_03720
group_866,,SEC-C motif protein,,,,ODDLKH_03151,,AJBGEP_02887,,,
group_834,,Protein NO VEIN C-terminal domain-containing protein,,,,ODDLKH_03163,,AJBGEP_02899,,,
group_829,,Glycosyl transferase family 1,,IKCLMC_01941,PKJKAM_04084,,,,,,
tetA,tet(A),tetracycline efflux MFS transporter Tet(A),,,PKJKAM_04035,,LNHIMF_04681,,,,
group_770,,O-antigen polymerase,,IKCLMC_01939,PKJKAM_04082,,,,,,
tnpB,tnpB,IS200/IS605 family element transposase accessory protein TnpB,,,,,,,,GEGEGB_00107,BEJGEH_00104
group_727,,Integrase,,IKCLMC_00116,,,,AJBGEP_02826,,,
group_719,,Serine hydroxymethyltransferase,,,,,,,HFCAGB_04352,GEGEGB_03698,
group_715,,hypothetical protein,,,,ODDLKH_02732,,AJBGEP_02398,,,
group_697,,D-galactonate dehydratase family member Dd703_0947,ONMMKP_00425,,,,,,,,BEJGEH_01456
group_664,,Putative O-antigen transporter,,,,,,,HFCAGB_02348,GEGEGB_00830,
group_663,,ATPase,,,,ODDLKH_03155,,AJBGEP_02891,,,
tagH,tagH,Type VI secretion system-associated FHA domain protein TagH,,,,,,,HFCAGB_01199,,BEJGEH_01053
group_608,,Terminase large subunit,ONMMKP_00755,,,,LNHIMF_00602,,,,
group_605,,Inner membrane protein,,,,ODDLKH_03173,,AJBGEP_02910,,,
group_599,,Aec25,,,,,,,HFCAGB_01197,,BEJGEH_01051
group_598,,AAA family ATPase,,,,ODDLKH_02735,,AJBGEP_02401,,,
group_589,,Polysaccharide biosynthesis protein,,IKCLMC_01935,PKJKAM_04078,,,,,,
ydjE,ydjE,Inner membrane metabolite transport protein YdjE,,,PKJKAM_00943,,,,HFCAGB_01991,,
group_558,,MFS transporter,ONMMKP_00423,,,,,,,,BEJGEH_01454
ydjK,ydjK,Putative metabolite transport protein YdjK,,,PKJKAM_00949,,,,HFCAGB_01997,,
group_536,,Aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,,,,,LNHIMF_02088,,,,BEJGEH_02029
group_505,,Type I restriction enzyme specificity protein,,,,ODDLKH_00399,,AJBGEP_04727,,,
group_500,,VC_A0119 family protein,,,,,,,HFCAGB_01193,,BEJGEH_01047
group_462,,Phosphomannomutase,,IKCLMC_01943,PKJKAM_04086,,,,,,
gogB,gogB,type III secretion effector GogB,,IKCLMC_01215,,,,AJBGEP_02760,,,
group_438,,Type VI secretion system contractile sheath large subunit,,,,,,,HFCAGB_01203,,BEJGEH_01057
group_414,,Putative crotonobetaine/carnitine-CoA ligase,,,,,LNHIMF_02087,,,,BEJGEH_02028
group_394,,hypothetical protein,,,,,,,HFCAGB_01257,,BEJGEH_01108
group_367,,Phage portal protein,,,,,,AJBGEP_01030,HFCAGB_01376,,
group_312,,Integrase catalytic domain-containing protein,,,,,,AJBGEP_04852,HFCAGB_04835,,
group_306,,hypothetical protein,,,,ODDLKH_03168,,AJBGEP_02905,,,
group_270,,Arsenical pump-driving ATPase,,IKCLMC_02022,,,,,,,BEJGEH_02018
group_266,,Terminase ATPase subunit,,,,,,,HFCAGB_02947,GEGEGB_03594,
group_260,,Uncharacterized conserved protein,ONMMKP_04113,,PKJKAM_01852,,,,,,
spvB,spvB,SPI-2 type III secretion system effector NAD(+)--protein-arginine ADP-ribosyltransferase SpvB,,,,,,AJBGEP_04844,HFCAGB_04843,,
group_250,,Transposase,,,PKJKAM_04033,,LNHIMF_04679,,,,
group_244,,Glycosyltransferase RgtA/B/C/D-like domain-containing protein,,IKCLMC_02405,PKJKAM_03143,,,,,,
oafA,oafA,O-antigen acetyltransferase OafA,,,,ODDLKH_02729,,AJBGEP_02395,,,
group_238,,Inner membrane protein,,,,ODDLKH_03172,,AJBGEP_02909,,,
group_237,,DNA 3'-5' helicase,,IKCLMC_03302,,,,,HFCAGB_04755,,
tssF,tssF,Type VI secretion system baseplate subunit TssF,,,,,,,HFCAGB_01201,,BEJGEH_01055
group_230,,GmrSD restriction endonucleases N-terminal domain-containing protein,ONMMKP_02248,,PKJKAM_02201,,,,,,
sty2629,sty2629,STY2629 family LPS modification acyltransferase,,,,,,,HFCAGB_02658,GEGEGB_00506,
group_185,,Superfamily I DNA and RNA helicase,,,,ODDLKH_03180,,AJBGEP_02917,,,
group_173,,Replication gene A protein-like domain-containing protein,ONMMKP_04109,,PKJKAM_01848,,,,,,
group_162,,ATP-dependent Clp protease proteolytic subunit,,,,,,AJBGEP_01031,HFCAGB_01377,,
group_157,,DUF927 domain-containing protein,,,,ODDLKH_03154,,AJBGEP_02890,,,
group_146,,Terminase large subunit,,,,,,AJBGEP_01028,HFCAGB_01374,,
group_101,,Phage tail protein,,IKCLMC_01209,,,,AJBGEP_02765,,,
faeD,faeD,F4 (K88) fimbrial usher FaeD,,,,ODDLKH_00181,LNHIMF_04399,,,,
group_81,,Fimbrial outer membrane usher protein,,,,,LNHIMF_02293,,HFCAGB_02414,,
group_64,htrE,Outer membrane usher protein HtrE,ONMMKP_01984,,PKJKAM_00748,,,,,,
group_53,,DUF927 domain-containing protein,,,,,LNHIMF_00358,,,,BEJGEH_04560
tssH,tssH,Type VI secretion system ATPase TssH,,,,,,,HFCAGB_01195,,BEJGEH_01049
group_24,,Phage tail tape measure protein,,,,,,AJBGEP_01039,HFCAGB_01385,,
icmF,icmF,Type VI secretion protein IcmF,,,,,,,HFCAGB_01192,,BEJGEH_01046
group_4143,,hypothetical protein,,,,,,,HFCAGB_00920,,
group_3733,,Endonuclease,,,,,,AJBGEP_02793,,,
group_3729,,hypothetical protein,,,,,,AJBGEP_01300,,,
group_3670,,hypothetical protein,,,,,,,,,BEJGEH_04571
group_3669,tnp,IS4 family IS10R transposase,,,,,,,,,BEJGEH_04352
group_3668,,Transposase,,,,,,,,,BEJGEH_04337
group_3667,,Transposase,,,,,,,,,BEJGEH_03525
group_3666,,hypothetical protein,,,,,,,,,BEJGEH_03502
group_3665,,hypothetical protein,,,,,,,,,BEJGEH_03212
group_3664,,Integrase catalytic domain-containing protein,,,,,,,,,BEJGEH_03211
group_3663,tnp,IS4 family IS10R transposase,,,,,,,,,BEJGEH_03034
group_3662,tnp,IS4 family IS10R transposase,,,,,,,,,BEJGEH_02915
group_3661,tnp,IS4 family IS10R transposase,,,,,,,,,BEJGEH_02589
group_3660,tnp,IS4 family IS10R transposase,,,,,,,,,BEJGEH_01505
group_3659,tnp,IS3 family ISSen1 transposase ORF A,,,,,,,,,BEJGEH_01032
group_3658,,Transposase,,,,,,,,,BEJGEH_00821
group_3657,tnp,IS4 family IS10R transposase,,,,,,,,,BEJGEH_00492
group_3656,tnp,IS4 family IS10R transposase,,,,,,,,,BEJGEH_00314
group_3655,tnp,IS200/IS605 family IS200F transposase,,,,,,,,GEGEGB_04693,
group_3654,,Late control protein D,,,,,,,,GEGEGB_03619,
group_3653,,phage tail protein,,,,,,,,GEGEGB_03618,
group_3652,,Phage tail tape measure protein,,,,,,,,GEGEGB_03617,
group_3651,,Phage tail assembly protein,,,,,,,,GEGEGB_03616,
group_3650,,Phage major tail tube protein,,,,,,,,GEGEGB_03615,
group_3649,,Gp21,,,,,,,,GEGEGB_03614,
group_3648,,DNA-invertase hin,,,,,,,,GEGEGB_03613,
group_3647,,Phage tail protein I,,,,,,,,GEGEGB_03609,
group_3646,tnp,IS200/IS605 family IS200F transposase,,,,,,,,GEGEGB_03173,
group_3645,tnp,IS200/IS605 family IS200F transposase,,,,,,,,GEGEGB_03149,
group_3644,,hypothetical protein,,,,,,,,GEGEGB_03139,
group_3643,tnp,IS200/IS605 family IS200F transposase,,,,,,,,GEGEGB_03138,
group_3642,,hypothetical protein,,,,,,,,GEGEGB_03064,
group_3641,tnp,IS200/IS605 family IS200F transposase,,,,,,,,GEGEGB_03063,
group_3640,tnp,IS200/IS605 family IS200F transposase,,,,,,,,GEGEGB_03051,
group_3639,,DNA-invertase hin,,,,,,,,GEGEGB_02806,
group_3638,,Gp21,,,,,,,,GEGEGB_02805,
group_3637,,Phage major tail tube protein,,,,,,,,GEGEGB_02804,
group_3636,,Phage tail assembly protein,,,,,,,,GEGEGB_02803,
group_3635,,Phage tail tape measure protein,,,,,,,,GEGEGB_02802,
group_3634,,phage tail protein,,,,,,,,GEGEGB_02801,
group_3633,,Late control protein D,,,,,,,,GEGEGB_02800,
group_3632,tnp,IS200/IS605 family IS200F transposase,,,,,,,,GEGEGB_02591,
group_3631,tnp,IS200/IS605 family IS200F transposase,,,,,,,,GEGEGB_02525,
group_3630,tnp,IS200/IS605 family IS200F transposase,,,,,,,,GEGEGB_02373,
group_3628,tnp,IS200/IS605 family IS200F transposase,,,,,,,,GEGEGB_01932,
group_3627,tnp,IS200/IS605 family IS200F transposase,,,,,,,,GEGEGB_01830,
group_3626,tnp,IS200/IS605 family IS200F transposase,,,,,,,,GEGEGB_01637,
group_3625,tnp,IS200/IS605 family IS200F transposase,,,,,,,,GEGEGB_01478,
group_3624,tnp,IS200/IS605 family IS200F transposase,,,,,,,,GEGEGB_01217,
group_3623,tnp,IS200/IS605 family IS200F transposase,,,,,,,,GEGEGB_00636,
group_3621,,DNA damage-inducible protein I,,,,,,AJBGEP_02808,,,
group_3620,,DNA damage-inducible protein I,,,,,,AJBGEP_01263,,,
group_3619,tnp,IS6 family IS15DII transposase,,,,,LNHIMF_04701,,,,
group_3618,tnp,IS6 family IS15DII transposase,,,,,LNHIMF_04695,,,,
group_3617,,Tail protein,,,,,LNHIMF_04312,,,,
group_3616,,Baseplate protein J-like domain-containing protein,,,,,LNHIMF_04311,,,,
group_3615,,Tail protein,,,,,LNHIMF_04310,,,,
group_3614,,Phage baseplate assembly protein V,,,,,LNHIMF_04309,,,,
group_3613,,Phage tail protein,,,,,LNHIMF_04308,,,,
group_3612,,DNA circularization N-terminal domain-containing protein,,,,,LNHIMF_04307,,,,
group_3611,,Phage protein,,,,,LNHIMF_04304,,,,
group_3610,,Phage tail tube protein,,,,,LNHIMF_04303,,,,
group_3609,,Tail sheath protein,,,,,LNHIMF_04302,,,,
group_3608,,hypothetical protein,,IKCLMC_02388,,,,,,,
group_3607,,Phage tail tape measure protein,,IKCLMC_01202,,,,,,,
group_3606,,Phage minor tail protein G,,IKCLMC_01200,,,,,,,
group_3605,,BIG2 domain-containing protein,,IKCLMC_01199,,,,,,,
group_3604,,Gifsy-1 prophage protein,,IKCLMC_01195,,,,,,,
group_3602,,hypothetical protein,,IKCLMC_00922,,,,,,,
group_3601,,P21 prophage-derived head-stabilizing protein,,IKCLMC_00319,,,,,,,
group_3600,,Terminase large subunit,,IKCLMC_00318,,,,,,,
group_3599,,Phage DNA packaging protein Nu1,,IKCLMC_00317,,,,,,,
group_3598,,Head decoration protein,,IKCLMC_00238,,,,,,,
group_3597,,DUF2441 domain-containing protein,,IKCLMC_00228,,,,,,,
group_3596,,hypothetical protein,,IKCLMC_00227,,,,,,,
group_3595,,Lipocalin-like domain-containing protein,,IKCLMC_00225,,,,,,,
fin,fin,serine-type DNA invertase Fin,ONMMKP_04175,,,,,,,,
group_3594,,Tail fiber assembly protein,ONMMKP_04173,,,,,,,,
group_3593,,hypothetical protein,ONMMKP_04172,,,,,,,,
group_3592,,his operon leader peptide,,,,,,,,GEGEGB_00848,
group_3589,,DUF551 domain-containing protein,,,,ODDLKH_01664,,,,,
group_3586,,hypothetical protein,,,,,,,,GEGEGB_04599,
group_3585,,hypothetical protein,,,,,,,HFCAGB_00615,,
group_3584,,hypothetical protein,,,,,,,HFCAGB_00307,,
group_3583,,hypothetical protein,,,,,LNHIMF_02779,,,,
group_3582,,hypothetical protein,,,,,,,,,BEJGEH_01993
group_3581,,hypothetical protein,,,,,,,,GEGEGB_04460,
group_3580,,hypothetical protein,,,,,,,,GEGEGB_00106,
group_3579,,hypothetical protein,,,,,LNHIMF_00597,,,,
group_3578,,hypothetical protein,ONMMKP_00759,,,,,,,,
group_3573,,hypothetical protein,,,,,,,,,BEJGEH_01201
group_3568,,hypothetical protein,,,,,,,,,BEJGEH_03800
group_3567,,hypothetical protein,,,,,,,,,BEJGEH_03035
group_3566,,hypothetical protein,,,,,,,,,BEJGEH_01532
group_3564,,hypothetical protein,,,,,,,,,BEJGEH_04588
group_3563,,hypothetical protein,,,,,,,HFCAGB_01353,,
group_3562,,Gp60,,,,,LNHIMF_00585,,,,
group_3561,,hypothetical protein,,,,ODDLKH_01666,,,,,
group_3558,,hypothetical protein,,,,,,,,,BEJGEH_03182
group_3557,,hypothetical protein,,,,,,,HFCAGB_01206,,
group_3556,,hypothetical protein,,,,,,,,GEGEGB_01080,
group_3555,,Host cell division inhibitory peptide Kil,,,,,,,HFCAGB_00597,,
group_3554,,hypothetical protein,,,,,,AJBGEP_04820,,,
group_3548,,hypothetical protein,,,,,LNHIMF_04702,,,,
group_3547,,hypothetical protein,,,,,LNHIMF_04696,,,,
group_3546,,hypothetical protein,,,,,LNHIMF_00311,,,,
group_3543,,hypothetical protein,ONMMKP_01364,,,,,,,,
group_3542,,Transposase,,,,,LNHIMF_02228,,,,
group_3541,,hypothetical protein,ONMMKP_02956,,,,,,,,
group_3540,,hypothetical protein,,,,,,,,GEGEGB_01802,
group_3538,,Cytoplasmic protein,,,,,,,HFCAGB_00599,,
group_3536,,hypothetical protein,,,,,,,,,BEJGEH_03183
group_3535,,hypothetical protein,,,,,,,,GEGEGB_01185,
group_3534,,hypothetical protein,,,,,,,HFCAGB_00306,,
group_3533,,hypothetical protein,,,,,,,,GEGEGB_00411,
group_3531,,hypothetical protein,,,,,LNHIMF_04396,,,,
group_3530,,hypothetical protein,,,,,LNHIMF_00575,,,,
group_3529,,hypothetical protein,ONMMKP_02281,,,,,,,,
group_3528,,GpE family phage tail protein,,,,,,,,,BEJGEH_04564
group_3527,,hypothetical protein,,,,,,,,,BEJGEH_00068
group_3526,,hypothetical protein,,,,,,,,GEGEGB_01430,
group_3525,,hypothetical protein,,,,,,,,GEGEGB_00899,
group_3524,,Dehydrogenase,,,,,LNHIMF_00563,,,,
group_3522,,hypothetical protein,,IKCLMC_02348,,,,,,,
group_3521,,hypothetical protein,,,,,,,,GEGEGB_04145,
group_3520,,hypothetical protein,,,,,,,HFCAGB_00598,,
tnpA,tnpA,Truncated TnpA,,,,,LNHIMF_04722,,,,
group_3518,,Tail fiber assembly protein,,,,,LNHIMF_02146,,,,
group_3516,,DNA recombinase,ONMMKP_00786,,,,,,,,
group_3513,,hypothetical protein,,,PKJKAM_04030,,,,,,
group_3512,,hypothetical protein,,,,,,,HFCAGB_02253,,
group_3510,,hypothetical protein,,,,,LNHIMF_00574,,,,
group_3507,msgA,Virulence protein MsgA,,,,,,,,,BEJGEH_02265
group_3506,,Phage tail protein,,,,,LNHIMF_00694,,,,
group_3505,,hypothetical protein,,IKCLMC_03350,,,,,,,
group_3504,,Hok/gef family,,IKCLMC_00928,,,,,,,
group_3502,,hypothetical protein,ONMMKP_02291,,,,,,,,
group_3500,,DNA breaking-rejoining protein,,,,,,AJBGEP_01005,,,
group_3497,,hypothetical protein,,,,,,,,,BEJGEH_00304
group_3493,,hypothetical protein,ONMMKP_01593,,,,,,,,
group_3492,,hypothetical protein,ONMMKP_00784,,,,,,,,
group_3490,,hypothetical protein,,,,,,AJBGEP_04039,,,
group_3489,,hypothetical protein,,,,,LNHIMF_03821,,,,
group_3488,,Prophage protein,,,,,LNHIMF_00649,,,,
group_3487,,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase,,,PKJKAM_01874,,,,,,
group_3485,,hypothetical protein,ONMMKP_00738,,,,,,,,
group_3484,,hypothetical protein,,,,,,,,,BEJGEH_01852
group_3483,,hypothetical protein,,,,,,,,GEGEGB_01453,
group_3481,,hypothetical protein,,,,,LNHIMF_04301,,,,
group_3479,,hypothetical protein,,,,,LNHIMF_01286,,,,
group_3478,,Prophage protein,,,PKJKAM_03174,,,,,,
group_3474,,hypothetical protein,,,,,LNHIMF_00363,,,,
group_3473,,hypothetical protein,,,,ODDLKH_02949,,,,,
group_3470,,Transcriptional regulator,,,,,LNHIMF_00651,,,,
group_3469,,Gp42-1,,,,,LNHIMF_00573,,,,
group_3468,,50S ribosomal protein L13,,IKCLMC_02393,,,,,,,
group_3464,,hypothetical protein,,,,,,,,,BEJGEH_03791
group_3462,,hypothetical protein,,,,,,,,GEGEGB_02798,
group_3461,,Transposase,,,,,,,HFCAGB_04872,,
group_3459,,Phage protein,,,,,LNHIMF_04261,,,,
group_3458,,hypothetical protein,,,,,LNHIMF_02149,,,,
group_3457,,Arc-like DNA binding domain-containing protein,,,,,LNHIMF_00620,,,,
group_3456,,hypothetical protein,,,,,LNHIMF_00353,,,,
group_3451,,hypothetical protein,,,,,,,,GEGEGB_04466,
group_3450,,hypothetical protein,,,,,,,HFCAGB_04873,,
ninF,ninF,NinF family protein,,,,,LNHIMF_00589,,,,
group_3448,,hypothetical protein,,IKCLMC_03349,,,,,,,
group_3446,,hypothetical protein,ONMMKP_01367,,,,,,,,
group_3445,,hypothetical protein,ONMMKP_00769,,,,,,,,
group_3444,,hypothetical protein,ONMMKP_00730,,,,,,,,
group_3443,,Bacteriophage protein,,,,,,,,GEGEGB_02012,
group_3442,,Uncharacterized protein in sieA-mnt intergenic region,,,,,,,HFCAGB_00639,,
group_3441,,hypothetical protein,,,,,,,HFCAGB_00100,,
group_3440,,Phytase-like domain-containing protein,,,,,,AJBGEP_04812,,,
group_3439,,Phage protein,,,PKJKAM_03159,,,,,,
group_3438,,hypothetical protein,,IKCLMC_00919,,,,,,,
group_3435,,hypothetical protein,ONMMKP_01870,,,,,,,,
group_3434,,hypothetical protein,ONMMKP_00765,,,,,,,,
group_3427,,hypothetical protein,,,PKJKAM_01841,,,,,,
group_3422,,hypothetical protein,,,,,,,HFCAGB_01346,,
group_3421,,hypothetical protein,,,,,,AJBGEP_04816,,,
group_3420,,hypothetical protein,,,,,,AJBGEP_01262,,,
group_3419,,hypothetical protein,,IKCLMC_02343,,,,,,,
group_3418,,DUF4102 domain-containing protein,,IKCLMC_02018,,,,,,,
group_3416,,S016,ONMMKP_02975,,,,,,,,
group_3413,,Cupin domain-containing protein,,,,,,,,GEGEGB_04589,
group_3412,,hypothetical protein,,,,,,,,GEGEGB_03589,
group_3411,,ANR family transcriptional regulator,,,,,,,HFCAGB_00596,,
group_3410,,Phage protein,,,PKJKAM_03153,,,,,,
group_3409,,hypothetical protein,,,PKJKAM_00633,,,,,,
group_3408,,hypothetical protein,,IKCLMC_00948,,,,,,,
group_3407,,hypothetical protein,,IKCLMC_00920,,,,,,,
group_3406,,hypothetical protein,ONMMKP_01875,,,,,,,,
group_3405,,Protein kil,ONMMKP_00785,,,,,,,,
group_3404,,hypothetical protein,,,,,,,,GEGEGB_04694,
group_3403,,Periplasmic protein,,,,,,,,GEGEGB_03579,
group_3402,,hypothetical protein,,,,,LNHIMF_02226,,,,
group_3401,,DUF2767 domain-containing protein,,,,,LNHIMF_02144,,,,
group_3400,,hypothetical protein,,,PKJKAM_02231,,,,,,
group_3397,,Arylsulfatase,ONMMKP_02146,,,,,,,,
group_3393,,Cardiolipin synthase N-terminal domain-containing protein,,,,,,,,,BEJGEH_03184
group_3392,,DUF488 domain-containing protein,,,,,,,,,BEJGEH_01207
group_3391,,hypothetical protein,,,,,,,,GEGEGB_04789,
group_3390,,hypothetical protein,,,,,,,,GEGEGB_04767,
group_3389,,hypothetical protein,,,,,,,,GEGEGB_01458,
group_3387,,hypothetical protein,,IKCLMC_04123,,,,,,,
group_3386,,hypothetical protein,ONMMKP_04105,,,,,,,,
group_3383,,hypothetical protein,,,,,,,,,BEJGEH_00905
group_3382,,Transposase,,,,,,,HFCAGB_04870,,
group_3381,,hypothetical protein,,,,,LNHIMF_02780,,,,
group_3380,,Prophage CP4-57 regulatory protein,,,,,LNHIMF_00645,,,,
group_3372,,hypothetical protein,,,,,,,,GEGEGB_04570,
group_3371,,hypothetical protein,,,,,,,,GEGEGB_02023,
group_3370,,hypothetical protein,,,,,LNHIMF_04273,,,,
group_3365,,hypothetical protein,,,,,,,,GEGEGB_03100,
group_3364,,hypothetical protein,,,,,,,,GEGEGB_01638,
group_3363,,hypothetical protein,,,,,,,,GEGEGB_01547,
group_3362,,hypothetical protein,,,,,,,HFCAGB_04871,,
group_3360,,hypothetical protein,,,,,LNHIMF_01608,,,,
group_3357,,HTH merR-type domain-containing protein,ONMMKP_04102,,,,,,,,
