Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,GCF_000171535.2,GCF_000171415.1,GCF_000171515.1,GCF_000170215.1,GCF_000020745.1,GCF_000022165.1,GCF_000020925.1,GCF_000007545.1,GCF_000020885.1
group_226,,Protease 4,9,9,1.0,1,324,,,,1857,1857,1857.0,ONMMKP_00835,IKCLMC_04901,PKJKAM_00940,ODDLKH_01769,LNHIMF_01342,AJBGEP_01372,HFCAGB_01988,GEGEGB_01240,BEJGEH_01792
kefC,kefC,Glutathione-regulated potassium-efflux system protein KefC,9,9,1.0,1,323,,,,1863,1863,1863.0,ONMMKP_02091,IKCLMC_03140,PKJKAM_02035,ODDLKH_00564,LNHIMF_00089,AJBGEP_00091,HFCAGB_00086,GEGEGB_00093,BEJGEH_00090
group_225,,1-deoxy-D-xylulose-5-phosphate synthase,9,9,1.0,1,322,,,,1863,1863,1863.0,ONMMKP_01732,IKCLMC_02205,PKJKAM_03335,ODDLKH_00908,LNHIMF_00448,AJBGEP_00442,HFCAGB_00446,GEGEGB_02567,BEJGEH_00430
group_224,,Low affinity potassium transport system protein Kup,9,9,1.0,1,321,,,,1869,1869,1869.0,ONMMKP_02898,IKCLMC_02526,PKJKAM_01619,ODDLKH_04326,LNHIMF_03922,AJBGEP_04075,HFCAGB_04123,GEGEGB_03835,BEJGEH_03925
ppiD,ppiD,Periplasmic chaperone PpiD,9,9,1.0,1,320,,,,1872,1872,1872.0,ONMMKP_01701,IKCLMC_02236,PKJKAM_03304,ODDLKH_00939,LNHIMF_00477,AJBGEP_00473,HFCAGB_00477,GEGEGB_02533,BEJGEH_00461
gsiA,gsiA,Glutathione import ATP-binding protein GsiA,9,9,1.0,1,319,,,,1872,1872,1872.0,ONMMKP_01261,IKCLMC_01472,PKJKAM_01063,ODDLKH_01339,LNHIMF_00974,AJBGEP_00875,HFCAGB_00929,GEGEGB_02145,BEJGEH_00849
htpG,htpG,Chaperone protein HtpG,9,9,1.0,1,316,,,,1875,1875,1875.0,ONMMKP_01667,IKCLMC_02271,PKJKAM_03269,ODDLKH_00973,LNHIMF_00512,AJBGEP_00507,HFCAGB_00512,GEGEGB_02496,BEJGEH_00499
group_219,,Propionate--CoA ligase,9,9,1.0,1,313,,,,1887,1887,1887.0,ONMMKP_01785,IKCLMC_02152,PKJKAM_03387,ODDLKH_00856,LNHIMF_00398,AJBGEP_00390,HFCAGB_00392,GEGEGB_02623,BEJGEH_00380
deaD,deaD,ATP-dependent RNA helicase DeaD,9,9,1.0,1,312,,,,1890,1890,1890.0,ONMMKP_03554,IKCLMC_03593,PKJKAM_01768,ODDLKH_03710,LNHIMF_03320,AJBGEP_03445,HFCAGB_03501,GEGEGB_03361,BEJGEH_03297
mnmG,mnmG,tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG,9,9,1.0,1,311,,,,1890,1890,1890.0,ONMMKP_02904,IKCLMC_02532,PKJKAM_01625,ODDLKH_04320,LNHIMF_03916,AJBGEP_04069,HFCAGB_04117,GEGEGB_03841,BEJGEH_03919
group_218,,Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex,9,9,1.0,1,310,,,,1890,1890,1890.0,ONMMKP_02017,IKCLMC_03068,PKJKAM_00781,ODDLKH_00635,LNHIMF_00160,AJBGEP_00162,HFCAGB_00161,GEGEGB_00169,BEJGEH_00166
group_217,,DNA topoisomerase 4 subunit B,9,9,1.0,1,309,,,,1893,1893,1893.0,ONMMKP_03648,IKCLMC_03692,PKJKAM_01907,ODDLKH_03609,LNHIMF_03224,AJBGEP_03349,HFCAGB_03405,GEGEGB_03256,BEJGEH_03198
group_216,,Phosphomethylpyrimidine synthase,9,9,1.0,1,308,,,,1896,1896,1896.0,ONMMKP_02621,IKCLMC_00266,PKJKAM_00224,ODDLKH_00022,LNHIMF_04200,AJBGEP_04363,HFCAGB_04412,GEGEGB_03645,BEJGEH_04214
group_215,,ABC transporter ATP-binding protein,9,9,1.0,1,307,,,,1908,1908,1908.0,ONMMKP_03372,IKCLMC_02952,PKJKAM_03916,ODDLKH_03896,LNHIMF_03504,AJBGEP_03632,HFCAGB_03688,GEGEGB_04269,BEJGEH_03482
group_214,,ATP-binding protein Uup,9,9,1.0,1,306,,,,1908,1908,1908.0,ONMMKP_01075,IKCLMC_00585,PKJKAM_00077,ODDLKH_01465,LNHIMF_01094,AJBGEP_01061,HFCAGB_01110,GEGEGB_01962,BEJGEH_00967
group_212,,DNA 5'-3' helicase,9,9,1.0,1,304,,,,1911,1911,1911.0,ONMMKP_00214,IKCLMC_04364,PKJKAM_04367,ODDLKH_02310,LNHIMF_01890,AJBGEP_01915,HFCAGB_01453,GEGEGB_01118,BEJGEH_01243
group_210,,PRD domain protein,9,9,1.0,1,302,,,,1914,1914,1914.0,ONMMKP_02339,IKCLMC_03400,PKJKAM_02273,ODDLKH_00317,LNHIMF_04515,AJBGEP_04645,HFCAGB_04656,GEGEGB_04718,BEJGEH_04514
mtlA,mtlA,PTS mannitol transporter subunit IICBA,9,9,1.0,1,301,,,,1917,1917,1917.0,ONMMKP_03146,IKCLMC_02718,PKJKAM_03690,ODDLKH_04129,LNHIMF_03720,AJBGEP_03869,HFCAGB_03925,GEGEGB_04045,BEJGEH_03722
dnaK,dnaK,Chaperone protein DnaK,9,9,1.0,1,300,,,,1917,1917,1917.0,ONMMKP_02166,IKCLMC_03217,PKJKAM_02112,ODDLKH_00487,LNHIMF_00012,AJBGEP_00012,HFCAGB_00012,GEGEGB_00012,BEJGEH_00012
group_206,,DNA polymerase III subunit gamma/tau,9,9,1.0,1,295,,,,1929,1929,1929.0,ONMMKP_01670,IKCLMC_02268,PKJKAM_03272,ODDLKH_00970,LNHIMF_00509,AJBGEP_00504,HFCAGB_00509,GEGEGB_02499,BEJGEH_00496
group_205,,Threonine--tRNA ligase,9,9,1.0,1,294,,,,1929,1929,1929.0,ONMMKP_00719,IKCLMC_04864,PKJKAM_00903,ODDLKH_01808,LNHIMF_01379,AJBGEP_01411,HFCAGB_01950,GEGEGB_01282,BEJGEH_01755
group_202,,Exoribonuclease 2,9,9,1.0,1,291,,,,1935,1935,1935.0,ONMMKP_00337,IKCLMC_04488,PKJKAM_04491,ODDLKH_02187,LNHIMF_01766,AJBGEP_01791,HFCAGB_01577,GEGEGB_01700,BEJGEH_01367
group_201,,Soluble lytic murein transglycosylase,9,9,1.0,1,290,,,,1938,1938,1938.0,ONMMKP_02196,IKCLMC_03247,PKJKAM_02142,ODDLKH_00457,LNHIMF_04634,AJBGEP_04785,HFCAGB_04807,GEGEGB_04868,BEJGEH_04674
csrD,csrD,RNase E specificity factor CsrD,9,9,1.0,1,289,,,,1941,1941,1941.0,ONMMKP_03457,IKCLMC_03494,PKJKAM_01668,ODDLKH_03809,LNHIMF_03419,AJBGEP_03546,HFCAGB_03601,GEGEGB_03460,BEJGEH_03397
ftsH,ftsH,ATP-dependent zinc metalloprotease FtsH,9,9,1.0,1,286,,,,1944,1944,1944.0,ONMMKP_03537,IKCLMC_03575,PKJKAM_01750,ODDLKH_03728,LNHIMF_03337,AJBGEP_03465,HFCAGB_03519,GEGEGB_03378,BEJGEH_03315
group_198,,2'3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase,9,9,1.0,1,285,,,,1944,1944,1944.0,ONMMKP_02383,IKCLMC_03426,PKJKAM_02318,ODDLKH_00273,LNHIMF_04489,AJBGEP_04600,HFCAGB_04630,GEGEGB_04689,BEJGEH_04470
group_197,,ABC transporter ATP-binding protein,9,9,1.0,1,284,,,,1947,1947,1947.0,ONMMKP_01201,IKCLMC_01532,PKJKAM_01003,ODDLKH_01399,LNHIMF_01033,AJBGEP_00934,HFCAGB_00989,GEGEGB_02095,BEJGEH_00899
topB,topB,DNA topoisomerase III,9,9,1.0,1,282,,,,1950,1950,1950.0,ONMMKP_00832,IKCLMC_04898,PKJKAM_00937,ODDLKH_01772,LNHIMF_01345,AJBGEP_01375,HFCAGB_01985,GEGEGB_01243,BEJGEH_01789
group_194,,PTS system N-acetylglucosamine-specific EIICBA component,9,9,1.0,1,280,,,,1953,1953,1953.0,ONMMKP_01468,IKCLMC_00472,PKJKAM_00352,ODDLKH_01177,LNHIMF_00824,AJBGEP_00710,HFCAGB_00779,GEGEGB_02304,BEJGEH_00698
group_193,,Glycoside hydrolase family 127 protein,9,9,1.0,1,279,,,,1956,1956,1956.0,ONMMKP_03154,IKCLMC_02724,PKJKAM_03696,ODDLKH_04123,LNHIMF_03713,AJBGEP_03863,HFCAGB_03919,GEGEGB_04051,BEJGEH_03714
group_192,,Acetyl-coenzyme A synthetase,9,9,1.0,1,278,,,,1959,1959,1959.0,ONMMKP_02510,IKCLMC_01108,PKJKAM_01261,ODDLKH_00135,LNHIMF_04352,AJBGEP_04474,HFCAGB_04505,GEGEGB_04408,BEJGEH_04329
group_191,,hypothetical protein,9,9,1.0,1,277,,,,1959,1959,1959.0,ONMMKP_01799,IKCLMC_02138,PKJKAM_03401,ODDLKH_00842,LNHIMF_00384,AJBGEP_00376,HFCAGB_00377,GEGEGB_02638,BEJGEH_00366
yeaG,yeaG,protein kinase YeaG,9,9,1.0,1,275,,,,1965,1965,1965.0,ONMMKP_00845,IKCLMC_04911,PKJKAM_00475,ODDLKH_01759,LNHIMF_01332,AJBGEP_01362,HFCAGB_02006,GEGEGB_01229,BEJGEH_01802
ydcP,ydcP,Uncharacterized protease ydcP,9,9,1.0,1,274,,,,1965,1965,1965.0,ONMMKP_00441,IKCLMC_04588,PKJKAM_04591,ODDLKH_02088,LNHIMF_01662,AJBGEP_01690,HFCAGB_01679,GEGEGB_01593,BEJGEH_01472
aaeB,aaeB,p-hydroxybenzoic acid efflux pump subunit AaeB,9,9,1.0,1,273,,,,1968,1968,1968.0,ONMMKP_03468,IKCLMC_03505,PKJKAM_01679,ODDLKH_03798,LNHIMF_03408,AJBGEP_03535,HFCAGB_03590,GEGEGB_03449,BEJGEH_03386
group_188,,Arginine decarboxylase,9,9,1.0,1,270,,,,1977,1977,1977.0,ONMMKP_03759,IKCLMC_03787,PKJKAM_00313,ODDLKH_03515,LNHIMF_03127,AJBGEP_03253,HFCAGB_03310,GEGEGB_03154,BEJGEH_03097
group_187,,Glycogen debranching enzyme,9,9,1.0,1,269,,,,1977,1977,1977.0,ONMMKP_03301,IKCLMC_02872,PKJKAM_03843,ODDLKH_03977,LNHIMF_03572,AJBGEP_03715,HFCAGB_03770,GEGEGB_04202,BEJGEH_03566
arnA,arnA,Bifunctional polymyxin resistance protein ArnA,9,9,1.0,1,266,,,,1983,1983,1983.0,ONMMKP_04534,IKCLMC_01722,PKJKAM_02985,ODDLKH_02800,LNHIMF_02432,AJBGEP_02466,HFCAGB_02558,GEGEGB_00604,BEJGEH_02322
rpoD,rpoD,RNA polymerase sigma factor RpoD,9,9,1.0,1,265,,,,1983,1983,1983.0,ONMMKP_03618,IKCLMC_03662,PKJKAM_01877,ODDLKH_03639,LNHIMF_03256,AJBGEP_03379,HFCAGB_03435,GEGEGB_03286,BEJGEH_03231
group_184,,Transketolase 1,9,9,1.0,1,264,,,,1992,1992,1992.0,ONMMKP_03769,IKCLMC_03797,PKJKAM_00323,ODDLKH_03505,LNHIMF_03124,AJBGEP_03243,HFCAGB_03300,GEGEGB_03151,BEJGEH_03087
group_183,,Cytochrome o ubiquinol oxidase subunit I,9,9,1.0,1,263,,,,1992,1992,1992.0,ONMMKP_01712,IKCLMC_02225,PKJKAM_03315,ODDLKH_00928,LNHIMF_00466,AJBGEP_00462,HFCAGB_00466,GEGEGB_02544,BEJGEH_00450
mnmC,mnmC,tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC,9,9,1.0,1,261,,,,2001,2001,2001.0,ONMMKP_04455,IKCLMC_01641,PKJKAM_02907,ODDLKH_02880,LNHIMF_02509,AJBGEP_02546,HFCAGB_02640,GEGEGB_00525,BEJGEH_02401
group_181,,Transketolase,9,9,1.0,1,260,,,,2001,2001,2001.0,ONMMKP_04359,IKCLMC_01331,PKJKAM_02811,ODDLKH_02977,LNHIMF_02603,AJBGEP_02645,HFCAGB_02743,GEGEGB_00420,BEJGEH_02498
pgtB,pgtB,two-component system sensor histidine kinase PgtB,9,9,1.0,1,258,,,,2007,2007,2007.0,ONMMKP_04436,IKCLMC_01622,PKJKAM_02888,ODDLKH_02899,LNHIMF_02528,AJBGEP_02565,HFCAGB_02663,GEGEGB_00500,BEJGEH_02420
group_175,,DNA ligase,9,9,1.0,1,253,,,,2016,2016,2016.0,ONMMKP_04404,IKCLMC_01376,PKJKAM_02855,ODDLKH_02931,LNHIMF_02560,AJBGEP_02597,HFCAGB_02697,GEGEGB_00466,BEJGEH_02452
group_174,,histidine kinase,9,9,1.0,1,252,,,,2016,2016,2016.0,ONMMKP_00105,IKCLMC_04247,PKJKAM_04251,ODDLKH_02413,LNHIMF_01995,AJBGEP_02019,HFCAGB_01291,GEGEGB_01017,BEJGEH_01143
group_172,,UvrABC system protein B,9,9,1.0,1,250,,,,2022,2022,2022.0,ONMMKP_01312,IKCLMC_01416,PKJKAM_01113,ODDLKH_01290,LNHIMF_00928,AJBGEP_00823,HFCAGB_00878,GEGEGB_02199,BEJGEH_00799
group_171,,ATP-dependent DNA helicase Rep,9,9,1.0,1,249,,,,2025,2025,2025.0,ONMMKP_02869,IKCLMC_00553,PKJKAM_01590,ODDLKH_04354,LNHIMF_03955,AJBGEP_04104,HFCAGB_04152,GEGEGB_03562,BEJGEH_03956
group_170,,Periplasmic alpha-amylase,9,9,1.0,1,248,,,,2028,2028,2028.0,ONMMKP_03169,IKCLMC_02739,PKJKAM_03711,ODDLKH_04108,LNHIMF_03698,AJBGEP_03848,HFCAGB_03904,GEGEGB_04066,BEJGEH_03699
group_169,,Methionine--tRNA ligase,9,9,1.0,1,247,,,,2034,2034,2034.0,ONMMKP_04673,IKCLMC_01858,PKJKAM_03988,ODDLKH_02652,LNHIMF_02298,AJBGEP_02318,HFCAGB_02419,GEGEGB_00746,BEJGEH_02188
group_168,,Uncharacterized family 31 glucosidase ORF2,9,9,1.0,1,246,,,,2040,2040,2040.0,ONMMKP_02136,IKCLMC_03186,PKJKAM_02080,ODDLKH_00518,LNHIMF_00043,AJBGEP_00043,HFCAGB_00044,GEGEGB_00046,BEJGEH_00044
ydhK,ydhK,Uncharacterized transporter YdhK,9,9,1.0,1,245,,,,2040,2040,2040.0,ONMMKP_00606,IKCLMC_04752,PKJKAM_00096,ODDLKH_01921,LNHIMF_01491,AJBGEP_01523,HFCAGB_01837,GEGEGB_01383,BEJGEH_01644
group_167,,oligopeptidase A,9,9,1.0,1,244,,,,2043,2043,2043.0,ONMMKP_03244,IKCLMC_02814,PKJKAM_03786,ODDLKH_04034,LNHIMF_03629,AJBGEP_03773,HFCAGB_03829,GEGEGB_04136,BEJGEH_03624
ssaV,ssaV,SPI-2 type III secretion system apparatus protein SsaV,9,9,1.0,1,242,,,,2046,2046,2046.0,ONMMKP_00635,IKCLMC_04781,PKJKAM_00819,ODDLKH_01891,LNHIMF_01462,AJBGEP_01494,HFCAGB_01866,GEGEGB_01355,BEJGEH_01672
group_165,,Tail-specific protease,9,9,1.0,1,241,,,,2049,2049,2049.0,ONMMKP_00191,IKCLMC_04341,PKJKAM_04344,ODDLKH_02332,LNHIMF_01912,AJBGEP_01937,HFCAGB_01430,GEGEGB_01095,BEJGEH_01220
lpoA,lpoA,Penicillin-binding protein activator LpoA,9,9,1.0,1,240,,,,2052,2052,2052.0,ONMMKP_03568,IKCLMC_03607,PKJKAM_01782,ODDLKH_03694,LNHIMF_03306,AJBGEP_03429,HFCAGB_03485,GEGEGB_03347,BEJGEH_03281
group_164,,Protease 2,9,9,1.0,1,239,,,,2052,2052,2052.0,ONMMKP_00150,IKCLMC_04295,PKJKAM_04295,ODDLKH_02369,LNHIMF_01951,AJBGEP_01975,HFCAGB_01335,GEGEGB_01061,BEJGEH_01186
group_161,,DNA helicase IV,9,9,1.0,1,236,,,,2055,2055,2055.0,ONMMKP_01062,IKCLMC_00597,PKJKAM_00689,ODDLKH_01477,LNHIMF_01106,AJBGEP_01073,HFCAGB_01122,GEGEGB_01949,BEJGEH_00979
invA,invA,type III secretion system export apparatus protein InvA,9,9,1.0,1,235,,,,2058,2058,2058.0,ONMMKP_03966,IKCLMC_03989,PKJKAM_02501,ODDLKH_03314,LNHIMF_02929,AJBGEP_03052,HFCAGB_03101,GEGEGB_02936,BEJGEH_02883
group_160,,Iron ABC transporter,9,9,1.0,1,234,,,,2058,2058,2058.0,ONMMKP_01967,IKCLMC_03025,PKJKAM_00731,ODDLKH_00677,LNHIMF_00208,AJBGEP_00205,HFCAGB_00204,GEGEGB_00214,BEJGEH_00214
asmA,asmA,AsmA domain-containing protein,9,9,1.0,1,233,,,,2061,2061,2061.0,ONMMKP_03227,IKCLMC_02797,PKJKAM_03769,ODDLKH_04051,LNHIMF_03645,AJBGEP_03790,HFCAGB_03846,GEGEGB_04121,BEJGEH_03642
group_159,,Polyphosphate kinase,9,9,1.0,1,232,,,,2067,2067,2067.0,ONMMKP_04328,IKCLMC_01300,PKJKAM_02780,ODDLKH_03006,LNHIMF_02634,AJBGEP_02674,HFCAGB_02774,GEGEGB_00388,BEJGEH_02530
siiF,siiF,SPI-4 type I secretion system protein SiiF,9,9,1.0,1,231,,,,2067,2067,2067.0,ONMMKP_02524,IKCLMC_01094,PKJKAM_01275,ODDLKH_00121,LNHIMF_04338,AJBGEP_04460,HFCAGB_04491,GEGEGB_04394,BEJGEH_04315
group_156,,Sigma-54 factor interaction domain-containing protein,9,9,1.0,1,228,,,,2079,2079,2079.0,ONMMKP_04006,IKCLMC_04027,PKJKAM_02539,ODDLKH_03276,LNHIMF_02891,AJBGEP_03014,HFCAGB_03063,GEGEGB_02900,BEJGEH_02845
flhA,flhA,Flagellar biosynthesis protein FlhA,9,9,1.0,1,227,,,,2079,2079,2079.0,ONMMKP_00114,IKCLMC_04255,PKJKAM_04259,ODDLKH_02404,LNHIMF_01986,AJBGEP_02011,HFCAGB_01299,GEGEGB_01025,BEJGEH_01151
group_155,,4-alpha-glucanotransferase,9,9,1.0,1,226,,,,2082,2082,2082.0,ONMMKP_03318,IKCLMC_02898,PKJKAM_03860,ODDLKH_03950,LNHIMF_03558,AJBGEP_03688,HFCAGB_03742,GEGEGB_04212,BEJGEH_03540
recG,recG,ATP-dependent DNA helicase RecG,9,9,1.0,1,225,,,,2082,2082,2082.0,ONMMKP_03085,IKCLMC_02657,PKJKAM_03629,ODDLKH_04190,LNHIMF_03788,AJBGEP_03930,HFCAGB_03987,GEGEGB_03982,BEJGEH_03783
foxA,foxA,ferrioxamine B receptor FoxA,9,9,1.0,1,222,,,,2091,2091,2091.0,ONMMKP_01792,IKCLMC_02145,PKJKAM_03394,ODDLKH_00849,LNHIMF_00391,AJBGEP_00383,HFCAGB_00384,GEGEGB_02630,BEJGEH_00373
group_154,,Lipoprotein,9,9,1.0,1,221,,,,2097,2097,2097.0,ONMMKP_02559,IKCLMC_01058,PKJKAM_01311,ODDLKH_00085,LNHIMF_04241,AJBGEP_04424,HFCAGB_04455,GEGEGB_04357,BEJGEH_04279
group_153,btsT,Pyruvate/proton symporter BtsT,9,9,1.0,1,220,,,,2106,2106,2106.0,ONMMKP_01553,IKCLMC_02441,PKJKAM_03100,ODDLKH_01088,LNHIMF_00742,AJBGEP_00623,HFCAGB_00687,GEGEGB_02385,BEJGEH_00608
rlmL,rlmL,23S rRNA (Guanine-N-2-) -methyl transferase rlmL,9,9,1.0,1,219,,,,2109,2109,2109.0,ONMMKP_01076,IKCLMC_00584,PKJKAM_00078,ODDLKH_01464,LNHIMF_01093,AJBGEP_01060,HFCAGB_01109,GEGEGB_01963,BEJGEH_00966
group_151,,DUF4034 domain-containing protein,9,9,1.0,1,217,,,,2112,2112,2112.0,ONMMKP_04700,IKCLMC_01886,PKJKAM_04009,ODDLKH_02631,LNHIMF_02278,AJBGEP_02297,HFCAGB_02399,GEGEGB_00778,BEJGEH_02156
group_150,,Guanosine-3'5'-bis(diphosphate) 3'-pyrophosphohydrolase,9,9,1.0,1,216,,,,2112,2112,2112.0,ONMMKP_03087,IKCLMC_02659,PKJKAM_03631,ODDLKH_04188,LNHIMF_03786,AJBGEP_03928,HFCAGB_03985,GEGEGB_03984,BEJGEH_03781
group_148,,Elongation factor G,9,9,1.0,1,214,,,,2115,2115,2115.0,ONMMKP_03385,IKCLMC_02966,PKJKAM_03929,ODDLKH_03883,LNHIMF_03491,AJBGEP_03619,HFCAGB_03675,GEGEGB_04282,BEJGEH_03469
group_147,,Ribonucleoside-diphosphate reductase subunit alpha,9,9,1.0,1,213,,,,2118,2118,2118.0,ONMMKP_04060,IKCLMC_04079,PKJKAM_02594,ODDLKH_03222,LNHIMF_02836,AJBGEP_02959,HFCAGB_03008,GEGEGB_02844,BEJGEH_02790
igaA,igaA,intracellular growth attenuator protein IgaA,9,9,1.0,1,212,,,,2133,2133,2133.0,ONMMKP_03336,IKCLMC_02916,PKJKAM_03878,ODDLKH_03932,LNHIMF_03540,AJBGEP_03670,HFCAGB_03724,GEGEGB_04230,BEJGEH_03521
group_145,,Class III (Anaerobic) ribonucleotide reductase large subunit,9,9,1.0,1,210,,,,2139,2139,2139.0,ONMMKP_02335,IKCLMC_03396,PKJKAM_02268,ODDLKH_00321,LNHIMF_04519,AJBGEP_04650,HFCAGB_04660,GEGEGB_04723,BEJGEH_04518
ldcC,ldcC,lysine decarboxylase LdcC,9,9,1.0,1,208,,,,2142,2142,2142.0,ONMMKP_01924,IKCLMC_02982,PKJKAM_00162,ODDLKH_00720,LNHIMF_00245,AJBGEP_00248,HFCAGB_00248,GEGEGB_00253,BEJGEH_00258
group_143,,Phosphate acetyltransferase,9,9,1.0,1,207,,,,2145,2145,2145.0,ONMMKP_04496,IKCLMC_01682,PKJKAM_02948,ODDLKH_02839,LNHIMF_02469,AJBGEP_02505,HFCAGB_02598,GEGEGB_00566,BEJGEH_02361
cadA,cadA,lysine decarboxylase CadA,9,9,1.0,1,206,,,,2145,2145,2145.0,ONMMKP_04268,IKCLMC_01241,PKJKAM_02720,ODDLKH_03065,LNHIMF_02692,AJBGEP_02734,HFCAGB_02838,GEGEGB_00321,BEJGEH_02593
srfC,srfC,Virulence effector SrfC,9,9,1.0,1,205,,,,2148,2148,2148.0,ONMMKP_00450,IKCLMC_04597,PKJKAM_04600,ODDLKH_02079,LNHIMF_01654,AJBGEP_01681,HFCAGB_01688,GEGEGB_01585,BEJGEH_01480
group_142,,Fatty acid oxidation complex subunit alpha,9,9,1.0,1,204,,,,2148,2148,2148.0,ONMMKP_04446,IKCLMC_01632,PKJKAM_02898,ODDLKH_02889,LNHIMF_02518,AJBGEP_02555,HFCAGB_02649,GEGEGB_00515,BEJGEH_02410
btsT,btsT,pyruvate/proton symporter BtsT,9,9,1.0,1,203,,,,2151,2151,2151.0,ONMMKP_02239,IKCLMC_03297,PKJKAM_02192,ODDLKH_00407,LNHIMF_04588,AJBGEP_04735,HFCAGB_04761,GEGEGB_04828,BEJGEH_04630
yccS,yccS,Inner membrane protein YccS,9,9,1.0,1,202,,,,2154,2154,2154.0,ONMMKP_01064,IKCLMC_00595,PKJKAM_00691,ODDLKH_01475,LNHIMF_01104,AJBGEP_01071,HFCAGB_01120,GEGEGB_01951,BEJGEH_00977
group_141,,Tyrosine-protein kinase wzc,9,9,1.0,1,201,,,,2160,2160,2160.0,ONMMKP_04721,IKCLMC_01907,PKJKAM_04050,ODDLKH_02610,LNHIMF_02258,AJBGEP_02277,HFCAGB_02377,GEGEGB_00799,BEJGEH_02136
group_140,,Bifunctional protein Aas,9,9,1.0,1,200,,,,2160,2160,2160.0,ONMMKP_03843,IKCLMC_03872,PKJKAM_02377,ODDLKH_03432,LNHIMF_03044,AJBGEP_03169,HFCAGB_03224,GEGEGB_03062,BEJGEH_03012
group_139,,DNA helicase II,9,9,1.0,1,199,,,,2163,2163,2163.0,ONMMKP_02831,IKCLMC_00515,PKJKAM_01551,ODDLKH_04395,LNHIMF_03992,AJBGEP_04145,HFCAGB_04190,GEGEGB_03522,BEJGEH_03997
group_138,,Polyribonucleotide nucleotidyltransferase,9,9,1.0,1,198,,,,2166,2166,2166.0,ONMMKP_03551,IKCLMC_03590,PKJKAM_01765,ODDLKH_03713,LNHIMF_03323,AJBGEP_03448,HFCAGB_03504,GEGEGB_03364,BEJGEH_03300
group_137,,Pyrroloquinoline quinone transporter,9,9,1.0,1,197,,,,2166,2166,2166.0,ONMMKP_00458,IKCLMC_04605,PKJKAM_04608,ODDLKH_02071,LNHIMF_01646,AJBGEP_01673,HFCAGB_01696,GEGEGB_01577,BEJGEH_01488
group_134,,Putative UPF0313 protein YPO0674/y3502/YP_2990,9,9,1.0,1,194,,,,2172,2172,2172.0,ONMMKP_03661,IKCLMC_03706,PKJKAM_01920,ODDLKH_03596,LNHIMF_03211,AJBGEP_03336,HFCAGB_03392,GEGEGB_03240,BEJGEH_03185
group_133,,Ferric enterobactin receptor,9,9,1.0,1,193,,,,2175,2175,2175.0,ONMMKP_04091,IKCLMC_04112,PKJKAM_02625,ODDLKH_03190,LNHIMF_02804,AJBGEP_02927,HFCAGB_02975,GEGEGB_02811,BEJGEH_02759
group_131,,Catalase-peroxidase,9,9,1.0,1,191,,,,2181,2181,2181.0,ONMMKP_02671,IKCLMC_00779,PKJKAM_01393,ODDLKH_04557,LNHIMF_04151,AJBGEP_04307,HFCAGB_04356,GEGEGB_03694,BEJGEH_04163
glgB,glgB,14-alpha-glucan branching enzyme GlgB,9,9,1.0,1,189,,,,2187,2187,2187.0,ONMMKP_03300,IKCLMC_02871,PKJKAM_03842,ODDLKH_03978,LNHIMF_03573,AJBGEP_03716,HFCAGB_03771,GEGEGB_04201,BEJGEH_03567
group_129,,Fatty acid oxidation complex subunit alpha,9,9,1.0,1,188,,,,2190,2190,2190.0,ONMMKP_02799,IKCLMC_00483,PKJKAM_01519,ODDLKH_04427,LNHIMF_04022,AJBGEP_04177,HFCAGB_04222,GEGEGB_03490,BEJGEH_04029
group_127,,Lead cadmium zinc and mercury-transporting ATPase,9,9,1.0,1,186,,,,2199,2199,2199.0,ONMMKP_03263,IKCLMC_02833,PKJKAM_03805,ODDLKH_04015,LNHIMF_03610,AJBGEP_03754,HFCAGB_03809,GEGEGB_04162,BEJGEH_03605
group_126,,Primosomal protein N',9,9,1.0,1,185,,,,2199,2199,2199.0,ONMMKP_02686,IKCLMC_00766,PKJKAM_01406,ODDLKH_04544,LNHIMF_04139,AJBGEP_04294,HFCAGB_04339,GEGEGB_03710,BEJGEH_04150
pdeF,pdeF,Cyclic di-GMP phosphodiesterase PdeF,9,9,1.0,1,184,,,,2214,2214,2214.0,ONMMKP_04326,IKCLMC_01298,PKJKAM_02778,ODDLKH_03008,LNHIMF_02636,AJBGEP_02676,HFCAGB_02776,GEGEGB_00386,BEJGEH_02532
ybiO,ybiO,Moderate conductance mechanosensitive channel YbiO,9,9,1.0,1,182,,,,2223,2223,2223.0,ONMMKP_01285,IKCLMC_01450,PKJKAM_01086,ODDLKH_01317,LNHIMF_00954,AJBGEP_00853,HFCAGB_00906,GEGEGB_02168,BEJGEH_00827
hypF,hypF,Carbamoyltransferase HypF,9,9,1.0,1,181,,,,2241,2241,2241.0,ONMMKP_04023,IKCLMC_04044,PKJKAM_02556,ODDLKH_03259,LNHIMF_02874,AJBGEP_02997,HFCAGB_03046,GEGEGB_02883,BEJGEH_02828
